1387149695,561170.767565
1387149700,561200.767565
1387149751,561225.767565
1387149752,561230.767065
1387149756,561255.767065
1387149779,561260.767065
1387149782,561285.767065
1387149786,561310.762065
1387149806,561360.762065
1387149810,561385.754565
1387149834,561420.754565
1387149847,561440.754565
1387149850,561465.754565
1387149870,561470.753565
1387149894,561495.753565
1387149899,561520.753565
1387149904,561521.753365
1387149910,561546.753365
1387149917,561603.745265
1387149928,561635.743865
1387149962,561685.743865
1387149972,561686.743865
1387149976,561711.741365
1387149979,561736.741365
1387150010,561761.736365
1387150020,561766.736365
1387150023,561791.736365
1387150048,561816.736365
1387150061,561841.736365
1387150071,561866.736365
1387150071,561891.736365
1387150073,561916.736365
1387150106,561941.736365
1387150116,561966.728865
1387150121,561991.728865
1387150125,562016.728865
1387150126,562041.728865
1387150134,562046.727865
1387150153,562071.727865
1387150166,562096.725365
1387150169,562121.725365
1387150182,562147.835365
1387150197,562167.831365
1387150199,562172.831365
1387150202,562197.831365
1387150205,562202.831365
1387150219,562227.831365
1387150225,562252.831365
1387150255,562282.831365
1387150272,562307.831365
1387150277,562332.831365
1387150280,562357.831365
1387150283,562382.828865
1387150290,562407.828865
1387150291,562432.823865
1387150293,562457.823865
1387150303,562482.823865
1387150325,562487.822365
1387150329,562512.822365
1387150345,562537.822365
1387150351,562562.822365
1387150366,562572.822365
1387150370,562622.822365
1387150375,562623.822365
1387150390,562648.822365
1387150404,562673.822365
1387150416,562698.822365
1387150420,562699.822365
1387150422,562709.822365
1387150423,562714.822365
1387150423,562739.822365
1387150425,562744.822365
1387150444,562769.822365
1387150448,562794.822365
1387150461,562819.822365
1387150464,562869.822365
1387150476,562894.822365
1387150480,562904.822365
1387150483,562909.822365
1387150488,562914.822365
1387150496,562919.822365
1387150504,562944.822365
1387150511,562969.822365
1387150531,562994.822365
1387150539,563019.822365
1387150541,563044.822365
1387150544,563049.822365
1387150560,563100.812165
1387150586,563125.812165
1387150620,563130.812165
1387150631,563135.812165
1387150641,563145.812165
1387150674,563170.809665
1387150694,563195.809665
1387150704,563245.809665
1387150740,563270.809665
1387150777,563470.809665
1387150792,563520.809665
1387150795,563555.809665
1387150815,563565.808665
1387150819,563590.808665
1387150830,563615.808665
1387150834,563665.808665
1387150853,563690.808665
1387150866,563715.808665
1387150870,563740.808665
1387150872,563765.808665
1387150911,563790.806165
1387150924,563840.806165
1387150927,563865.806165
1387150943,563890.806165
1387150945,563895.806165
1387150945,563920.806165
1387150957,563925.806165
1387150974,563975.796165
1387150978,564025.796165
1387150998,564050.791165
1387151021,564075.791165
1387151053,564100.791165
1387151064,564125.788665
1387151064,564150.788665
1387151066,564200.788665
1387151100,564225.783665
1387151110,564250.783665
1387151117,564275.778665
1387151156,564300.778665
1387151167,564800.788665
1387151187,564900.788665
1387151199,564905.788665
1387151220,564930.788665
1387151239,564955.788665
1387151306,564980.788665
1387151318,565080.768665
1387151353,565105.768665
1387151436,565130.768665
1387151448,565135.768665
1387151455,565160.768665
1387151459,565170.768665
1387151461,565195.768665
1387151505,565220.768665
1387151526,565230.767665
1387151529,565255.767665
1387151535,566366.545465
1387151536,566391.545465
1387151541,566416.540465
1387151557,566441.540465
1387151557,566466.540465
1387151566,566566.540465
1387151586,566591.540465
1387151628,566601.540465
1387151665,566626.540465
1387151678,566651.535465
1387151755,566653.535465
1387151762,566658.535465
1387151783,566683.535465
1387151795,566708.527965
1387151808,566733.527965
1387151810,566758.527965
1387151819,566783.527965
1387151830,566883.527965
1387151870,566913.527965
1387151926,566938.527965
1387151932,566963.527965
1387151935,566988.527965
1387151940,567013.525465
1387151968,567038.525465
1387151971,567063.525465
1387151993,567088.525465
1387152029,567113.525465
1387152043,567118.525465
1387152181,567148.525465
1387152217,567178.519465
1387152220,567278.509465
1387152275,567303.509465
1387152308,567329.491668
1387152322,567354.491668
1387152348,567379.489168
1387152433,567409.489168
1387152563,567434.489168
1387152818,567459.489168
1387152826,567484.489168
1387152841,567494.489168
1387152843,567519.489168
1387152867,567544.489168
1387152873,567569.489168
1387152879,567599.489168
1387152893,567609.489168
1387152934,567614.489168
1387153039,567639.489168
1387153140,567644.489168
1387153172,567669.489168
1387153196,567694.489168
1387153232,567719.489168
1387153258,567744.489168
1387153299,567769.489168
1387153322,567794.489168
1387153330,567799.489168
1387153354,567824.489168
1387153370,567849.489168
1387153373,567874.489168
1387153376,567924.489168
1387153376,567924.489168
1387153448,567949.489168
1387153455,567962.785178
1387153609,567992.785178
1387153772,568017.785178
1387153922,568042.785178
1387153992,568067.785178
1387154004,568092.785178
1387154163,568117.785178
1387154178,568147.782178
1387154204,568172.782178
1387154284,568197.782178
1387154297,568222.782178
1387154313,568248.782178
1387154519,568273.782178
1387154527,568298.782178
1387154565,568323.782178
1387154635,568348.774678
1387154637,568373.774678
1387154649,568398.774678
1387154656,568423.774678
1387154699,568448.774678
1387154703,568473.774678
1387154728,568498.774678
1387154757,568503.774678
1387154767,568528.774678
1387154769,568553.774678
1387154778,568558.774678
